"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"V17","integer",71,0,2,0.309859154929577,0,0,NA,0.465726752990103,NA,0,1,1,0.805033439867655,1.41330781002958,-1.3706335323078,-1.21831664969687,NA,NA
"V18","integer",71,0,2,0.183098591549296,0,0,NA,0.389500014851626,NA,0,1,1,1.60430293411259,2.8164965008254,0.582585662290698,0.517843606998548,NA,NA
"V19","integer",71,0,2,0.28169014084507,0,0,NA,0.453024710507032,NA,0,1,1,0.950213387545127,1.66818412168439,-1.1121665091349,-0.98857276097197,NA,NA
"V20","integer",71,0,2,0.0704225352112676,0,0,NA,0.257678851173418,NA,0,1,1,3.28724748680043,5.77105535809658,8.93239677072243,7.93975008706105,NA,NA
"V21","integer",71,0,2,0.0985915492957746,0,0,NA,0.300234650016321,NA,0,1,1,2.63630337492324,4.62826506933534,5.02141192223766,4.46338835702339,NA,NA
"V22","integer",71,0,2,0.394366197183099,0,0,NA,0.492192565086837,NA,0,1,1,0.423192100672437,0.742951374941026,-1.84632063590188,-1.64114120833651,NA,NA
"V23","integer",71,0,2,0.112676056338028,0,0,NA,0.318446935460565,NA,0,1,1,2.39831905618775,4.21046242949875,3.80613414445989,3.38316296068399,NA,NA
"V24","integer",71,0,2,0.253521126760563,0,0,NA,0.43812293966599,NA,0,1,1,1.10931119013667,1.94749446561016,-0.779819733946828,-0.693159289653396,NA,NA
"V25","integer",71,0,2,0.112676056338028,0,0,NA,0.318446935460565,NA,0,1,1,2.39831905618775,4.21046242949875,3.8061341444599,3.383162960684,NA,NA
"V26","integer",71,0,2,0.380281690140845,0,0,NA,0.488911244738131,NA,0,1,1,0.482836661055227,0.847662705974226,-1.79150895318323,-1.59242068306117,NA,NA
"V27","integer",71,0,2,0.154929577464789,0,0,NA,0.364412926066166,NA,0,1,1,1.86716908980978,3.27798141864492,1.50815434648007,1.34055493851492,NA,NA
"V28","integer",71,0,2,0.28169014084507,0,0,NA,0.453024710507032,NA,0,1,1,0.950213387545127,1.66818412168439,-1.1121665091349,-0.988572760971969,NA,NA
"V29","integer",71,0,2,0.23943661971831,0,0,NA,0.42977697646219,NA,0,1,1,1.19547340870532,2.09875990428878,-0.578397445954066,-0.5141208221876,NA,NA
"V30","integer",71,0,2,0.126760563380282,0,0,NA,0.335072591912718,NA,0,1,1,2.19643475490264,3.85603658133086,2.8652739294061,2.5468594280341,NA,NA
"V31","integer",71,0,2,0.267605633802817,0,0,NA,0.445861813277652,NA,0,1,1,1.02776779390711,1.80433778038412,-0.956573907721867,-0.850270981245357,NA,NA
"V32","integer",71,0,2,0.253521126760563,0,0,NA,0.43812293966599,NA,0,1,1,1.10931119013667,1.94749446561016,-0.779819733946826,-0.693159289653395,NA,NA
"V33","integer",71,0,2,0.126760563380282,0,0,NA,0.335072591912718,NA,0,1,1,2.19643475490264,3.85603658133086,2.8652739294061,2.5468594280341,NA,NA
"V34","integer",71,0,2,0.112676056338028,0,0,NA,0.318446935460565,NA,0,1,1,2.39831905618775,4.21046242949876,3.80613414445992,3.38316296068402,NA,NA
"V35","integer",71,0,2,0.154929577464789,0,0,NA,0.364412926066166,NA,0,1,1,1.86716908980978,3.27798141864493,1.50815434648008,1.34055493851492,NA,NA
"V36","integer",71,0,2,0.126760563380282,0,0,NA,0.335072591912718,NA,0,1,1,2.19643475490264,3.85603658133086,2.8652739294061,2.54685942803411,NA,NA
"V37","integer",71,0,2,0.0563380281690141,0,0,NA,0.232214429455805,NA,0,1,1,3.76732154577501,6.61386807038951,12.3674940117899,10.9931090363884,NA,NA
"V38","integer",71,0,2,0.183098591549296,0,0,NA,0.389500014851626,NA,0,1,1,1.60430293411258,2.81649650082539,0.582585662290696,0.517843606998547,NA,NA
"V39","integer",71,0,2,0.154929577464789,0,0,NA,0.364412926066166,NA,0,1,1,1.86716908980978,3.27798141864493,1.50815434648007,1.34055493851492,NA,NA
"V40","integer",71,0,2,0.183098591549296,0,0,NA,0.389500014851626,NA,0,1,1,1.60430293411258,2.8164965008254,0.582585662290697,0.517843606998547,NA,NA
"V41","integer",71,0,2,0.225352112676056,0,0,NA,0.42078780192096,NA,0,1,1,1.28701262719423,2.25946514460234,-0.347906259580529,-0.309243848621626,NA,NA
"V42","integer",71,0,2,0.112676056338028,0,0,NA,0.318446935460565,NA,0,1,1,2.39831905618775,4.21046242949876,3.80613414445991,3.38316296068401,NA,NA
"V43","integer",71,0,2,0.197183098591549,0,0,NA,0.400703606524436,NA,0,1,1,1.49013819574815,2.61607014786923,0.224262799430641,0.199340739894157,NA,NA
"V44","integer",71,0,2,0.0704225352112676,0,0,NA,0.257678851173418,NA,0,1,1,3.28724748680043,5.77105535809657,8.9323967707224,7.93975008706102,NA,NA
"V45","integer",71,0,2,0.140845070422535,0,0,NA,0.350337577931723,NA,0,1,1,2.02145834045573,3.54884992191776,2.11669880748355,1.88147257364166,NA,NA
"V46","integer",71,0,2,0.126760563380282,0,0,NA,0.335072591912718,NA,0,1,1,2.19643475490263,3.85603658133086,2.86527392940609,2.5468594280341,NA,NA
"V47","integer",71,0,2,0.0563380281690141,0,0,NA,0.232214429455805,NA,0,1,1,3.76732154577501,6.61386807038951,12.3674940117899,10.9931090363884,NA,NA
"V48","integer",71,0,2,0.112676056338028,0,0,NA,0.318446935460565,NA,0,1,1,2.39831905618775,4.21046242949876,3.8061341444599,3.383162960684,NA,NA
"V49","integer",71,0,2,0.169014084507042,0,0,NA,0.377431753261727,NA,0,1,1,1.72918223872396,3.03573322787033,1.0048158770399,0.893151877596528,NA,NA
"V50","integer",71,0,2,0.0985915492957746,0,0,NA,0.300234650016321,NA,0,1,1,2.63630337492324,4.62826506933534,5.02141192223767,4.4633883570234,NA,NA
"V51","integer",71,0,2,0.140845070422535,0,0,NA,0.350337577931723,NA,0,1,1,2.02145834045573,3.54884992191776,2.11669880748355,1.88147257364165,NA,NA
"V52","integer",71,0,2,0.0985915492957746,0,0,NA,0.300234650016321,NA,0,1,1,2.63630337492324,4.62826506933534,5.02141192223767,4.4633883570234,NA,NA
"V53","integer",71,0,2,0.0704225352112676,0,0,NA,0.257678851173418,NA,0,1,1,3.28724748680044,5.7710553580966,8.93239677072249,7.9397500870611,NA,NA
"V54","integer",71,0,2,0.154929577464789,0,0,NA,0.364412926066166,NA,0,1,1,1.86716908980978,3.27798141864493,1.50815434648008,1.34055493851492,NA,NA
"V55","integer",71,0,2,0.183098591549296,0,0,NA,0.389500014851626,NA,0,1,1,1.60430293411258,2.81649650082539,0.582585662290696,0.517843606998546,NA,NA
"V56","integer",71,0,2,0.0985915492957746,0,0,NA,0.300234650016321,NA,0,1,1,2.63630337492324,4.62826506933534,5.02141192223766,4.46338835702339,NA,NA
"V57","integer",71,0,2,0.112676056338028,0,0,NA,0.318446935460565,NA,0,1,1,2.39831905618775,4.21046242949876,3.80613414445991,3.38316296068401,NA,NA
"V58","integer",71,0,2,0.140845070422535,0,0,NA,0.350337577931723,NA,0,1,1,2.02145834045573,3.54884992191776,2.11669880748355,1.88147257364166,NA,NA
"V59","integer",71,0,2,0.112676056338028,0,0,NA,0.318446935460565,NA,0,1,1,2.39831905618775,4.21046242949876,3.8061341444599,3.383162960684,NA,NA
"V60","integer",71,0,2,0.0985915492957746,0,0,NA,0.300234650016321,NA,0,1,1,2.63630337492323,4.62826506933534,5.02141192223766,4.46338835702339,NA,NA
"V61","integer",71,0,2,0.126760563380282,0,0,NA,0.335072591912718,NA,0,1,1,2.19643475490263,3.85603658133086,2.86527392940608,2.54685942803409,NA,NA
"V62","integer",71,0,2,0.140845070422535,0,0,NA,0.350337577931723,NA,0,1,1,2.02145834045573,3.54884992191776,2.11669880748355,1.88147257364165,NA,NA
"V63","integer",71,0,2,0.169014084507042,0,0,NA,0.377431753261728,NA,0,1,1,1.72918223872395,3.03573322787032,1.00481587703988,0.893151877596508,NA,NA
"V64","integer",71,0,2,0.0704225352112676,0,0,NA,0.257678851173418,NA,0,1,1,3.28724748680044,5.77105535809659,8.93239677072246,7.93975008706108,NA,NA
"V65","integer",71,0,2,0.154929577464789,0,0,NA,0.364412926066166,NA,0,1,1,1.86716908980978,3.27798141864493,1.50815434648008,1.34055493851492,NA,NA
"V66","integer",71,0,2,0.126760563380282,0,0,NA,0.335072591912718,NA,0,1,1,2.19643475490263,3.85603658133086,2.86527392940609,2.54685942803409,NA,NA
"V67","integer",71,0,2,0.0563380281690141,0,0,NA,0.232214429455805,NA,0,1,1,3.76732154577501,6.61386807038951,12.3674940117899,10.9931090363884,NA,NA
"V68","integer",71,0,2,0.0845070422535211,0,0,NA,0.28012644457405,NA,0,1,1,2.9246859922845,5.13454640525159,6.6480144863402,5.90922850289303,NA,NA
"V69","integer",71,0,2,0.0563380281690141,0,0,NA,0.232214429455805,NA,0,1,1,3.76732154577501,6.61386807038952,12.3674940117899,10.9931090363884,NA,NA
"V70","integer",71,0,2,0.112676056338028,0,0,NA,0.318446935460565,NA,0,1,1,2.39831905618775,4.21046242949876,3.80613414445991,3.38316296068401,NA,NA
"V71","integer",71,0,2,0.0563380281690141,0,0,NA,0.232214429455805,NA,0,1,1,3.76732154577501,6.61386807038951,12.3674940117899,10.9931090363884,NA,NA
